run,cores,variant,location,load,query,count,mean_ms,p50_ms,p90_ms,p95_ms,p99_ms
ResultsRun2,2,sev,local,high,LdbcShortQuery7MessageReplies,280,2.557142857142857,2,4,6,10
ResultsRun2,2,sev,local,high,LdbcUpdate2AddPostLike,88,7.829545454545454,5,10,15,27
ResultsRun2,2,sev,local,high,LdbcUpdate3AddCommentLike,121,5.793388429752066,4,10,14,27
ResultsRun2,2,sev,local,high,LdbcUpdate4AddForum,7,16.142857142857142,9,17,55,55
ResultsRun2,2,sev,local,high,LdbcUpdate5AddForumMembership,297,5.966329966329966,5,9,11,22
ResultsRun2,2,sev,local,high,LdbcUpdate6AddPost,59,10.694915254237289,9,17,28,28
ResultsRun2,2,sev,local,high,LdbcUpdate7AddComment,94,7.872340425531915,7,12,14,23
ResultsRun2,2,sev,local,high,LdbcUpdate8AddFriendship,12,6.916666666666667,5,12,12,12
ResultsRun2,2,sev,remote,low,LdbcQuery1,2,219.5,128,311,311,311
ResultsRun2,2,sev,remote,low,LdbcQuery10,2,629.5,609,650,650,650
ResultsRun2,2,sev,remote,low,LdbcQuery11,4,72.5,65,85,85,85
ResultsRun2,2,sev,remote,low,LdbcQuery12,2,642.0,480,804,804,804
ResultsRun2,2,sev,remote,low,LdbcQuery13,4,65.25,52,99,99,99
ResultsRun2,2,sev,remote,low,LdbcQuery14,1,1301.0,1301,1301,1301,1301
ResultsRun2,2,sev,remote,low,LdbcQuery2,1,132.0,132,132,132,132
ResultsRun2,2,sev,remote,low,LdbcQuery3,1,2259.0,2259,2259,2259,2259
ResultsRun2,2,sev,remote,low,LdbcQuery4,1,130.0,130,130,130,130
ResultsRun2,2,sev,remote,low,LdbcQuery5,1,784.0,784,784,784,784
ResultsRun2,2,sev,remote,low,LdbcQuery7,1,332.0,332,332,332,332
ResultsRun2,2,sev,remote,low,LdbcQuery8,2,190.0,40,340,340,340
ResultsRun2,2,sev,remote,low,LdbcShortQuery1PersonProfile,24,47.625,37,67,67,90
ResultsRun2,2,sev,remote,low,LdbcShortQuery2PersonPosts,24,62.708333333333336,63,91,105,107
ResultsRun2,2,sev,remote,low,LdbcShortQuery3PersonFriends,24,52.958333333333336,42,68,103,104
ResultsRun2,2,sev,remote,low,LdbcShortQuery4MessageContent,25,51.0,45,65,89,103
ResultsRun2,2,sev,remote,low,LdbcShortQuery5MessageCreator,25,48.2,39,66,66,91
ResultsRun2,2,sev,remote,low,LdbcShortQuery6MessageForum,25,49.04,37,67,69,71
ResultsRun2,2,sev,remote,low,LdbcShortQuery7MessageReplies,25,54.4,49,90,91,99
ResultsRun2,2,sev,remote,low,LdbcUpdate2AddPostLike,5,50.2,45,70,70,70
ResultsRun2,2,sev,remote,low,LdbcUpdate3AddCommentLike,4,44.75,41,52,52,52
ResultsRun2,2,sev,remote,low,LdbcUpdate4AddForum,2,85.5,65,106,106,106
ResultsRun2,2,sev,remote,low,LdbcUpdate5AddForumMembership,24,48.875,42,67,71,74
ResultsRun2,2,sev,remote,low,LdbcUpdate6AddPost,22,58.22727272727273,61,65,66,148
ResultsRun2,2,sev,remote,low,LdbcUpdate7AddComment,10,52.9,51,59,79,79
ResultsRun2,2,sev,remote,low,LdbcUpdate8AddFriendship,1,102.0,102,102,102,102
ResultsRun2,2,sev,remote,medium,LdbcQuery1,2,360.5,253,468,468,468
ResultsRun2,2,sev,remote,medium,LdbcQuery10,2,669.5,570,769,769,769
ResultsRun2,2,sev,remote,medium,LdbcQuery11,4,127.75,102,184,184,184
ResultsRun2,2,sev,remote,medium,LdbcQuery12,2,758.5,396,1121,1121,1121
ResultsRun2,2,sev,remote,medium,LdbcQuery13,4,63.75,62,89,89,89
ResultsRun2,2,sev,remote,medium,LdbcQuery14,1,2217.0,2217,2217,2217,2217
ResultsRun2,2,sev,remote,medium,LdbcQuery2,1,185.0,185,185,185,185
ResultsRun2,2,sev,remote,medium,LdbcQuery3,1,2551.0,2551,2551,2551,2551
ResultsRun2,2,sev,remote,medium,LdbcQuery4,1,123.0,123,123,123,123
ResultsRun2,2,sev,remote,medium,LdbcQuery5,1,1361.0,1361,1361,1361,1361
ResultsRun2,2,sev,remote,medium,LdbcQuery7,1,299.0,299,299,299,299
ResultsRun2,2,sev,remote,medium,LdbcQuery8,2,172.0,37,307,307,307
ResultsRun2,2,sev,remote,medium,LdbcShortQuery1PersonProfile,29,59.48275862068966,62,88,92,94
ResultsRun2,2,sev,remote,medium,LdbcShortQuery2PersonPosts,29,63.37931034482759,63,88,92,96
ResultsRun2,2,sev,remote,medium,LdbcShortQuery3PersonFriends,29,58.13793103448276,63,65,72,89
ResultsRun2,2,sev,remote,medium,LdbcShortQuery4MessageContent,25,57.04,62,65,65,89
ResultsRun2,2,sev,remote,medium,LdbcShortQuery5MessageCreator,25,59.16,62,89,90,103
ResultsRun2,2,sev,remote,medium,LdbcShortQuery6MessageForum,25,52.28,60,64,66,91
ResultsRun2,2,sev,remote,medium,LdbcShortQuery7MessageReplies,24,55.583333333333336,62,65,90,91
ResultsRun2,2,sev,remote,medium,LdbcUpdate2AddPostLike,5,60.8,62,65,65,65
ResultsRun2,2,sev,remote,medium,LdbcUpdate3AddCommentLike,4,53.75,48,65,65,65
ResultsRun2,2,sev,remote,medium,LdbcUpdate4AddForum,2,148.0,63,233,233,233
ResultsRun2,2,sev,remote,medium,LdbcUpdate5AddForumMembership,24,60.5,64,65,66,73
ResultsRun2,2,sev,remote,medium,LdbcUpdate6AddPost,22,65.5,55,63,65,288
ResultsRun2,2,sev,remote,medium,LdbcUpdate7AddComment,10,63.3,61,74,113,113
ResultsRun2,2,sev,remote,medium,LdbcUpdate8AddFriendship,1,93.0,93,93,93,93
ResultsRun2,2,sev,remote,high,LdbcQuery1,2,381.5,326,437,437,437
ResultsRun2,2,sev,remote,high,LdbcQuery10,2,689.0,601,777,777,777
ResultsRun2,2,sev,remote,high,LdbcQuery11,4,114.25,83,156,156,156
ResultsRun2,2,sev,remote,high,LdbcQuery12,2,951.5,620,1283,1283,1283
ResultsRun2,2,sev,remote,high,LdbcQuery13,4,63.75,62,71,71,71
ResultsRun2,2,sev,remote,high,LdbcQuery14,1,2032.0,2032,2032,2032,2032
ResultsRun2,2,sev,remote,high,LdbcQuery2,1,170.0,170,170,170,170
ResultsRun2,2,sev,remote,high,LdbcQuery3,1,2869.0,2869,2869,2869,2869
ResultsRun2,2,sev,remote,high,LdbcQuery4,1,124.0,124,124,124,124
ResultsRun2,2,sev,remote,high,LdbcQuery5,1,1270.0,1270,1270,1270,1270
ResultsRun2,2,sev,remote,high,LdbcQuery7,1,301.0,301,301,301,301
ResultsRun2,2,sev,remote,high,LdbcQuery8,2,175.5,63,288,288,288
ResultsRun2,2,sev,remote,high,LdbcShortQuery1PersonProfile,23,57.43478260869565,62,65,89,90
ResultsRun2,2,sev,remote,high,LdbcShortQuery2PersonPosts,23,64.52173913043478,63,90,93,110
ResultsRun2,2,sev,remote,high,LdbcShortQuery3PersonFriends,23,62.95652173913044,62,88,90,91
ResultsRun2,2,sev,remote,high,LdbcShortQuery4MessageContent,25,54.88,61,64,64,87
ResultsRun2,2,sev,remote,high,LdbcShortQuery5MessageCreator,25,55.48,62,64,65,87
ResultsRun2,2,sev,remote,high,LdbcShortQuery6MessageForum,25,53.24,61,64,64,65
ResultsRun2,2,sev,remote,high,LdbcShortQuery7MessageReplies,24,62.333333333333336,62,91,91,100
ResultsRun2,2,sev,remote,high,LdbcUpdate2AddPostLike,5,62.4,62,64,64,64
ResultsRun2,2,sev,remote,high,LdbcUpdate3AddCommentLike,4,63.0,62,76,76,76
ResultsRun2,2,sev,remote,high,LdbcUpdate4AddForum,2,119.5,45,194,194,194
ResultsRun2,2,sev,remote,high,LdbcUpdate5AddForumMembership,24,61.458333333333336,63,68,72,74
ResultsRun2,2,sev,remote,high,LdbcUpdate6AddPost,22,68.0909090909091,62,64,90,225
ResultsRun2,2,sev,remote,high,LdbcUpdate7AddComment,10,63.2,62,77,86,86
ResultsRun2,2,sev,remote,high,LdbcUpdate8AddFriendship,1,143.0,143,143,143,143
ResultsRun2,4,baseline,local,low,LdbcQuery1,25,27.48,28,55,57,60
ResultsRun2,4,baseline,local,low,LdbcQuery10,22,269.3181818181818,259,303,317,392
ResultsRun2,4,baseline,local,low,LdbcQuery11,41,21.829268292682926,22,31,35,49
ResultsRun2,4,baseline,local,low,LdbcQuery12,15,247.2,249,280,280,283
ResultsRun2,4,baseline,local,low,LdbcQuery13,35,2.8857142857142857,3,4,5,5
ResultsRun2,4,baseline,local,low,LdbcQuery14,13,428.46153846153845,403,857,857,966
ResultsRun2,4,baseline,local,low,LdbcQuery2,18,42.72222222222222,21,43,44,357
ResultsRun2,4,baseline,local,low,LdbcQuery3,10,1584.9,1572,1647,1661,1661
ResultsRun2,4,baseline,local,low,LdbcQuery4,19,18.68421052631579,18,26,27,30
ResultsRun2,4,baseline,local,low,LdbcQuery5,11,1168.909090909091,1261,1492,1492,1623
ResultsRun2,4,baseline,local,low,LdbcQuery6,5,1271.4,1245,1354,1354,1354
ResultsRun2,4,baseline,local,low,LdbcQuery7,8,35.75,31,48,65,65
ResultsRun2,4,baseline,local,low,LdbcQuery8,15,4.866666666666666,3,9,9,23
ResultsRun2,4,baseline,local,low,LdbcQuery9,4,1835.0,1795,1892,1892,1892
ResultsRun2,4,baseline,local,low,LdbcShortQuery1PersonProfile,287,1.0766550522648084,1,1,2,3
ResultsRun2,4,baseline,local,low,LdbcShortQuery2PersonPosts,287,3.1080139372822297,2,6,10,14
ResultsRun2,4,baseline,local,low,LdbcShortQuery3PersonFriends,287,1.7560975609756098,1,4,5,6
ResultsRun2,4,baseline,local,low,LdbcShortQuery4MessageContent,287,1.1428571428571428,1,1,2,5
ResultsRun2,4,baseline,local,low,LdbcShortQuery5MessageCreator,287,1.0418118466898956,1,1,1,2
ResultsRun2,4,baseline,local,low,LdbcShortQuery6MessageForum,287,1.0905923344947734,1,1,2,3
ResultsRun2,4,baseline,local,low,LdbcShortQuery7MessageReplies,287,1.1010452961672474,1,1,2,3
ResultsRun2,4,baseline,local,low,LdbcUpdate2AddPostLike,88,3.397727272727273,3,4,4,5
ResultsRun2,4,baseline,local,low,LdbcUpdate3AddCommentLike,121,3.206611570247934,3,4,4,5
ResultsRun2,4,baseline,local,low,LdbcUpdate4AddForum,7,4.857142857142857,4,6,7,7
ResultsRun2,4,baseline,local,low,LdbcUpdate5AddForumMembership,297,3.239057239057239,3,4,4,5
ResultsRun2,4,baseline,local,low,LdbcUpdate6AddPost,59,4.169491525423729,4,5,6,6
ResultsRun2,4,baseline,local,low,LdbcUpdate7AddComment,94,4.5,4,6,6,7
ResultsRun2,4,baseline,local,low,LdbcUpdate8AddFriendship,12,3.5833333333333335,3,4,4,5
ResultsRun2,4,baseline,local,medium,LdbcQuery1,25,55.84,56,101,111,150
ResultsRun2,4,baseline,local,medium,LdbcQuery10,22,515.5454545454545,508,664,687,698
ResultsRun2,4,baseline,local,medium,LdbcQuery11,41,44.48780487804878,43,73,74,84
ResultsRun2,4,baseline,local,medium,LdbcQuery12,15,489.8,478,560,560,601
ResultsRun2,4,baseline,local,medium,LdbcQuery13,35,4.857142857142857,4,8,8,24
ResultsRun2,4,baseline,local,medium,LdbcQuery14,13,833.1538461538462,918,1647,1647,1854
ResultsRun2,4,baseline,local,medium,LdbcQuery2,18,81.33333333333333,39,63,130,679
ResultsRun2,4,baseline,local,medium,LdbcQuery3,10,3214.2,3316,3608,3670,3670
ResultsRun2,4,baseline,local,medium,LdbcQuery4,19,30.473684210526315,28,45,50,51
ResultsRun2,4,baseline,local,medium,LdbcQuery5,11,2243.5454545454545,2178,3094,3094,3257
ResultsRun2,4,baseline,local,medium,LdbcQuery6,5,2444.4,2414,2740,2740,2740
ResultsRun2,4,baseline,local,medium,LdbcQuery7,8,71.25,67,78,103,103
ResultsRun2,4,baseline,local,medium,LdbcQuery8,15,3.2,3,5,5,7
ResultsRun2,4,baseline,local,medium,LdbcQuery9,4,3892.25,3823,4117,4117,4117
ResultsRun2,4,baseline,local,medium,LdbcShortQuery1PersonProfile,288,2.2881944444444446,1,4,5,11
ResultsRun2,4,baseline,local,medium,LdbcShortQuery2PersonPosts,288,5.638888888888889,4,13,16,27
ResultsRun2,4,baseline,local,medium,LdbcShortQuery3PersonFriends,288,3.454861111111111,2,7,10,16
ResultsRun2,4,baseline,local,medium,LdbcShortQuery4MessageContent,287,2.1707317073170733,1,4,5,15
ResultsRun2,4,baseline,local,medium,LdbcShortQuery5MessageCreator,287,2.1881533101045294,1,4,6,14
ResultsRun2,4,baseline,local,medium,LdbcShortQuery6MessageForum,287,2.083623693379791,1,4,5,15
ResultsRun2,4,baseline,local,medium,LdbcShortQuery7MessageReplies,287,2.397212543554007,2,4,5,12
ResultsRun2,4,baseline,local,medium,LdbcUpdate2AddPostLike,88,7.840909090909091,6,14,18,22
ResultsRun2,4,baseline,local,medium,LdbcUpdate3AddCommentLike,121,6.0,5,9,11,15
ResultsRun2,4,baseline,local,medium,LdbcUpdate4AddForum,7,9.571428571428571,8,10,25,25
ResultsRun2,4,baseline,local,medium,LdbcUpdate5AddForumMembership,297,6.407407407407407,6,10,12,18
ResultsRun2,4,baseline,local,medium,LdbcUpdate6AddPost,59,7.389830508474576,6,14,15,22
ResultsRun2,4,baseline,local,medium,LdbcUpdate7AddComment,94,8.872340425531915,8,13,15,17
ResultsRun2,4,baseline,local,medium,LdbcUpdate8AddFriendship,12,10.0,7,17,17,21
ResultsRun2,4,baseline,local,high,LdbcQuery1,25,60.8,72,105,138,182
ResultsRun2,4,baseline,local,high,LdbcQuery10,22,499.1818181818182,481,585,676,771
ResultsRun2,4,baseline,local,high,LdbcQuery11,41,44.609756097560975,44,69,76,108
ResultsRun2,4,baseline,local,high,LdbcQuery12,15,524.8666666666667,514,710,710,821
ResultsRun2,4,baseline,local,high,LdbcQuery13,35,4.2,3,8,10,10
ResultsRun2,4,baseline,local,high,LdbcQuery14,13,862.5384615384615,771,1612,1612,2771
ResultsRun2,4,baseline,local,high,LdbcQuery2,18,80.5,45,64,83,657
ResultsRun2,4,baseline,local,high,LdbcQuery3,10,3062.8,2947,3370,4516,4516
ResultsRun2,4,baseline,local,high,LdbcQuery4,19,31.210526315789473,29,49,55,57
ResultsRun2,4,baseline,local,high,LdbcQuery5,11,2369.5454545454545,2355,3209,3209,4027
ResultsRun2,4,baseline,local,high,LdbcQuery6,5,2642.6,2365,4086,4086,4086
ResultsRun2,4,baseline,local,high,LdbcQuery7,8,73.125,64,94,132,132
ResultsRun2,4,baseline,local,high,LdbcQuery8,15,3.2666666666666666,2,5,5,12
ResultsRun2,4,baseline,local,high,LdbcQuery9,4,3450.5,3356,3659,3659,3659
ResultsRun2,4,baseline,local,high,LdbcShortQuery1PersonProfile,285,2.042105263157895,1,4,5,8
ResultsRun2,4,baseline,local,high,LdbcShortQuery2PersonPosts,285,5.792982456140351,4,11,16,39
ResultsRun2,4,baseline,local,high,LdbcShortQuery3PersonFriends,285,3.4035087719298245,2,7,9,18
ResultsRun2,4,baseline,local,high,LdbcShortQuery4MessageContent,300,1.86,1,4,4,7
ResultsRun2,4,baseline,local,high,LdbcShortQuery5MessageCreator,300,1.8466666666666667,1,3,5,7
ResultsRun2,4,baseline,local,high,LdbcShortQuery6MessageForum,300,1.7233333333333334,1,3,4,7
ResultsRun2,4,baseline,local,high,LdbcShortQuery7MessageReplies,300,2.1033333333333335,1,4,5,10
ResultsRun2,4,baseline,local,high,LdbcUpdate2AddPostLike,88,6.545454545454546,6,10,13,21
ResultsRun2,4,baseline,local,high,LdbcUpdate3AddCommentLike,121,5.380165289256198,5,8,12,16
ResultsRun2,4,baseline,local,high,LdbcUpdate4AddForum,7,7.714285714285714,8,9,11,11
ResultsRun2,4,baseline,local,high,LdbcUpdate5AddForumMembership,297,6.164983164983165,5,10,13,29
ResultsRun2,4,baseline,local,high,LdbcUpdate6AddPost,59,7.0,6,10,11,15
ResultsRun2,4,baseline,local,high,LdbcUpdate7AddComment,94,8.24468085106383,7,13,15,19
ResultsRun2,4,baseline,local,high,LdbcUpdate8AddFriendship,12,6.75,5,10,10,15
ResultsRun2,4,baseline,remote,low,LdbcQuery1,2,177.0,108,246,246,246
ResultsRun2,4,baseline,remote,low,LdbcQuery10,2,369.0,363,375,375,375
ResultsRun2,4,baseline,remote,low,LdbcQuery11,4,63.75,61,68,68,68
ResultsRun2,4,baseline,remote,low,LdbcQuery12,2,507.0,371,643,643,643
ResultsRun2,4,baseline,remote,low,LdbcQuery13,4,56.5,41,101,101,101
ResultsRun2,4,baseline,remote,low,LdbcQuery14,1,971.0,971,971,971,971
ResultsRun2,4,baseline,remote,low,LdbcQuery2,1,89.0,89,89,89,89
ResultsRun2,4,baseline,remote,low,LdbcQuery3,1,1685.0,1685,1685,1685,1685
ResultsRun2,4,baseline,remote,low,LdbcQuery4,1,92.0,92,92,92,92
ResultsRun2,4,baseline,remote,low,LdbcQuery5,1,667.0,667,667,667,667
ResultsRun2,4,baseline,remote,low,LdbcQuery7,1,240.0,240,240,240,240
ResultsRun2,4,baseline,remote,low,LdbcQuery8,2,108.0,36,180,180,180
ResultsRun2,4,baseline,remote,low,LdbcShortQuery1PersonProfile,23,48.21739130434783,36,90,102,103
ResultsRun2,4,baseline,remote,low,LdbcShortQuery2PersonPosts,23,51.73913043478261,39,90,102,106
ResultsRun2,4,baseline,remote,low,LdbcShortQuery3PersonFriends,23,43.26086956521739,36,63,65,90
ResultsRun2,4,baseline,remote,low,LdbcShortQuery4MessageContent,25,49.76,36,102,102,105
ResultsRun2,4,baseline,remote,low,LdbcShortQuery5MessageCreator,25,39.84,35,62,63,65
ResultsRun2,4,baseline,remote,low,LdbcShortQuery6MessageForum,25,43.08,35,64,65,90
ResultsRun2,4,baseline,remote,low,LdbcShortQuery7MessageReplies,25,48.36,37,89,89,90
ResultsRun2,4,baseline,remote,low,LdbcUpdate2AddPostLike,5,43.2,40,54,54,54
ResultsRun2,4,baseline,remote,low,LdbcUpdate3AddCommentLike,4,51.5,39,90,90,90
ResultsRun2,4,baseline,remote,low,LdbcUpdate4AddForum,2,81.0,58,104,104,104
ResultsRun2,4,baseline,remote,low,LdbcUpdate5AddForumMembership,24,43.625,39,59,62,65
ResultsRun2,4,baseline,remote,low,LdbcUpdate6AddPost,22,58.72727272727273,62,82,103,122
ResultsRun2,4,baseline,remote,low,LdbcUpdate7AddComment,10,52.6,49,63,68,68
ResultsRun2,4,baseline,remote,low,LdbcUpdate8AddFriendship,1,89.0,89,89,89,89
ResultsRun2,4,baseline,remote,medium,LdbcQuery1,2,273.5,152,395,395,395
ResultsRun2,4,baseline,remote,medium,LdbcQuery10,2,861.0,852,870,870,870
ResultsRun2,4,baseline,remote,medium,LdbcQuery11,4,115.5,80,173,173,173
ResultsRun2,4,baseline,remote,medium,LdbcQuery12,2,961.0,804,1118,1118,1118
ResultsRun2,4,baseline,remote,medium,LdbcQuery13,4,63.25,62,69,69,69
ResultsRun2,4,baseline,remote,medium,LdbcQuery14,1,1906.0,1906,1906,1906,1906
ResultsRun2,4,baseline,remote,medium,LdbcQuery2,1,156.0,156,156,156,156
ResultsRun2,4,baseline,remote,medium,LdbcQuery3,1,3108.0,3108,3108,3108,3108
ResultsRun2,4,baseline,remote,medium,LdbcQuery4,1,132.0,132,132,132,132
ResultsRun2,4,baseline,remote,medium,LdbcQuery5,1,1502.0,1502,1502,1502,1502
ResultsRun2,4,baseline,remote,medium,LdbcQuery7,1,373.0,373,373,373,373
ResultsRun2,4,baseline,remote,medium,LdbcQuery8,2,116.5,62,171,171,171
ResultsRun2,4,baseline,remote,medium,LdbcShortQuery1PersonProfile,24,62.833333333333336,63,65,67,70
ResultsRun2,4,baseline,remote,medium,LdbcShortQuery2PersonPosts,24,61.875,62,69,69,72
ResultsRun2,4,baseline,remote,medium,LdbcShortQuery3PersonFriends,24,61.125,63,67,69,78
ResultsRun2,4,baseline,remote,medium,LdbcShortQuery4MessageContent,25,62.76,63,68,68,90
ResultsRun2,4,baseline,remote,medium,LdbcShortQuery5MessageCreator,25,62.92,63,74,88,103
ResultsRun2,4,baseline,remote,medium,LdbcShortQuery6MessageForum,25,58.64,61,64,65,68
ResultsRun2,4,baseline,remote,medium,LdbcShortQuery7MessageReplies,24,58.583333333333336,58,66,69,104
ResultsRun2,4,baseline,remote,medium,LdbcUpdate2AddPostLike,5,66.6,63,80,80,80
ResultsRun2,4,baseline,remote,medium,LdbcUpdate3AddCommentLike,4,60.0,64,69,69,69
ResultsRun2,4,baseline,remote,medium,LdbcUpdate4AddForum,2,118.0,82,154,154,154
ResultsRun2,4,baseline,remote,medium,LdbcUpdate5AddForumMembership,24,63.166666666666664,64,66,72,85
ResultsRun2,4,baseline,remote,medium,LdbcUpdate6AddPost,22,77.95454545454545,64,81,85,304
ResultsRun2,4,baseline,remote,medium,LdbcUpdate7AddComment,10,64.4,62,81,119,119
ResultsRun2,4,baseline,remote,medium,LdbcUpdate8AddFriendship,1,125.0,125,125,125,125
ResultsRun2,4,baseline,remote,high,LdbcQuery1,2,383.0,171,595,595,595
ResultsRun2,4,baseline,remote,high,LdbcQuery10,2,874.5,789,960,960,960
ResultsRun2,4,baseline,remote,high,LdbcQuery11,4,126.5,97,175,175,175
ResultsRun2,4,baseline,remote,high,LdbcQuery12,2,1035.0,754,1316,1316,1316
ResultsRun2,4,baseline,remote,high,LdbcQuery13,4,60.5,60,64,64,64
ResultsRun2,4,baseline,remote,high,LdbcQuery14,1,2044.0,2044,2044,2044,2044
ResultsRun2,4,baseline,remote,high,LdbcQuery2,1,141.0,141,141,141,141
ResultsRun2,4,baseline,remote,high,LdbcQuery3,1,3045.0,3045,3045,3045,3045
ResultsRun2,4,baseline,remote,high,LdbcQuery4,1,172.0,172,172,172,172
ResultsRun2,4,baseline,remote,high,LdbcQuery5,1,1412.0,1412,1412,1412,1412
ResultsRun2,4,baseline,remote,high,LdbcQuery7,1,435.0,435,435,435,435
ResultsRun2,4,baseline,remote,high,LdbcQuery8,2,187.0,65,309,309,309
ResultsRun2,4,baseline,remote,high,LdbcShortQuery1PersonProfile,25,60.56,62,66,67,87
ResultsRun2,4,baseline,remote,high,LdbcShortQuery2PersonPosts,25,65.2,63,84,84,95
ResultsRun2,4,baseline,remote,high,LdbcShortQuery3PersonFriends,25,61.88,63,77,81,97
ResultsRun2,4,baseline,remote,high,LdbcShortQuery4MessageContent,22,60.18181818181818,62,66,66,67
ResultsRun2,4,baseline,remote,high,LdbcShortQuery5MessageCreator,22,62.40909090909091,62,67,81,87
ResultsRun2,4,baseline,remote,high,LdbcShortQuery6MessageForum,22,56.86363636363637,61,64,65,84
ResultsRun2,4,baseline,remote,high,LdbcShortQuery7MessageReplies,22,58.90909090909091,62,66,66,87
ResultsRun2,4,baseline,remote,high,LdbcUpdate2AddPostLike,5,76.0,79,88,88,88
ResultsRun2,4,baseline,remote,high,LdbcUpdate3AddCommentLike,4,61.0,61,63,63,63
ResultsRun2,4,baseline,remote,high,LdbcUpdate4AddForum,2,113.5,82,145,145,145
ResultsRun2,4,baseline,remote,high,LdbcUpdate5AddForumMembership,24,61.541666666666664,64,66,66,68
ResultsRun2,4,baseline,remote,high,LdbcUpdate6AddPost,22,75.18181818181819,63,78,119,255
ResultsRun2,4,baseline,remote,high,LdbcUpdate7AddComment,10,62.2,63,74,84,84
ResultsRun2,4,baseline,remote,high,LdbcUpdate8AddFriendship,1,125.0,125,125,125,125
ResultsRun2,4,sev,local,low,LdbcQuery1,25,26.64,27,47,51,57
ResultsRun2,4,sev,local,low,LdbcQuery10,22,245.3181818181818,240,284,292,313
ResultsRun2,4,sev,local,low,LdbcQuery11,41,22.024390243902438,22,33,36,52
ResultsRun2,4,sev,local,low,LdbcQuery12,15,228.86666666666667,225,262,262,287
ResultsRun2,4,sev,local,low,LdbcQuery13,35,3.057142857142857,3,4,4,7
ResultsRun2,4,sev,local,low,LdbcQuery14,13,362.6923076923077,350,693,693,773
ResultsRun2,4,sev,local,low,LdbcQuery2,18,38.55555555555556,21,33,39,315
ResultsRun2,4,sev,local,low,LdbcQuery3,10,1463.6,1468,1547,1574,1574
ResultsRun2,4,sev,local,low,LdbcQuery4,19,19.526315789473685,18,25,29,41
ResultsRun2,4,sev,local,low,LdbcQuery5,11,1074.3636363636363,1182,1358,1358,1472
ResultsRun2,4,sev,local,low,LdbcQuery6,5,1139.0,1109,1218,1218,1218
ResultsRun2,4,sev,local,low,LdbcQuery7,8,35.0,34,52,58,58
ResultsRun2,4,sev,local,low,LdbcQuery8,15,4.666666666666667,3,10,10,13
ResultsRun2,4,sev,local,low,LdbcQuery9,4,1692.75,1662,1741,1741,1741
ResultsRun2,4,sev,local,low,LdbcShortQuery1PersonProfile,284,1.4753521126760563,1,2,2,3
ResultsRun2,4,sev,local,low,LdbcShortQuery2PersonPosts,284,3.1690140845070425,3,5,6,11
ResultsRun2,4,sev,local,low,LdbcShortQuery3PersonFriends,284,2.23943661971831,2,4,5,7
ResultsRun2,4,sev,local,low,LdbcShortQuery4MessageContent,285,1.4526315789473685,1,2,2,3
ResultsRun2,4,sev,local,low,LdbcShortQuery5MessageCreator,285,1.2771929824561403,1,2,2,3
ResultsRun2,4,sev,local,low,LdbcShortQuery6MessageForum,285,1.4,1,2,2,4
ResultsRun2,4,sev,local,low,LdbcShortQuery7MessageReplies,285,1.6210526315789473,1,2,2,4
ResultsRun2,4,sev,local,low,LdbcUpdate2AddPostLike,88,3.9886363636363638,4,5,5,6
ResultsRun2,4,sev,local,low,LdbcUpdate3AddCommentLike,121,3.768595041322314,4,5,5,6
ResultsRun2,4,sev,local,low,LdbcUpdate4AddForum,7,5.0,5,6,6,6
ResultsRun2,4,sev,local,low,LdbcUpdate5AddForumMembership,297,3.797979797979798,4,5,5,6
ResultsRun2,4,sev,local,low,LdbcUpdate6AddPost,59,4.813559322033898,4,6,7,11
ResultsRun2,4,sev,local,low,LdbcUpdate7AddComment,94,4.925531914893617,5,6,7,8
ResultsRun2,4,sev,local,low,LdbcUpdate8AddFriendship,12,4.083333333333333,4,5,5,6
ResultsRun2,4,sev,local,medium,LdbcQuery1,25,59.84,65,130,131,140
ResultsRun2,4,sev,local,medium,LdbcQuery10,22,477.40909090909093,467,562,588,628
ResultsRun2,4,sev,local,medium,LdbcQuery11,41,46.170731707317074,46,70,74,113
ResultsRun2,4,sev,local,medium,LdbcQuery12,15,481.06666666666666,490,537,537,586
ResultsRun2,4,sev,local,medium,LdbcQuery13,35,4.714285714285714,4,9,10,14
ResultsRun2,4,sev,local,medium,LdbcQuery14,13,789.3846153846154,800,1599,1599,1766
ResultsRun2,4,sev,local,medium,LdbcQuery2,18,80.22222222222223,42,70,71,676
ResultsRun2,4,sev,local,medium,LdbcQuery3,10,3100.8,3101,3709,3836,3836
ResultsRun2,4,sev,local,medium,LdbcQuery4,19,28.157894736842106,26,44,49,53
ResultsRun2,4,sev,local,medium,LdbcQuery5,11,2187.818181818182,2296,2883,2883,2935
ResultsRun2,4,sev,local,medium,LdbcQuery6,5,2288.4,2310,2577,2577,2577
ResultsRun2,4,sev,local,medium,LdbcQuery7,8,59.625,57,70,91,91
ResultsRun2,4,sev,local,medium,LdbcQuery8,15,3.533333333333333,2,8,8,9
ResultsRun2,4,sev,local,medium,LdbcQuery9,4,3602.5,3594,3758,3758,3758
ResultsRun2,4,sev,local,medium,LdbcShortQuery1PersonProfile,293,2.1262798634812285,2,4,5,6
ResultsRun2,4,sev,local,medium,LdbcShortQuery2PersonPosts,293,6.054607508532423,4,11,17,32
ResultsRun2,4,sev,local,medium,LdbcShortQuery3PersonFriends,293,3.63481228668942,3,7,10,16
