Linux 6.17.0-1020-gcp (neo4j-baseline-2) 	07/04/26 	_x86_64_	(2 CPU)

21:21:44        CPU     %user     %nice   %system   %iowait    %steal     %idle
21:21:49        all      3.10      0.00      0.90      0.40      0.00     95.60
21:21:54        all     31.39      0.00      0.80      0.10      0.00     67.70
21:21:59        all     45.03      0.00      0.80      0.00      0.00     54.17
21:22:04        all     51.05      0.00      1.30      0.10      0.00     47.55
21:22:09        all     28.79      0.00      1.10      0.00      0.00     70.11
21:22:14        all      0.10      0.00      0.10      0.00      0.00     99.80
21:22:19        all      4.52      0.00      0.20      0.00      0.00     95.28
21:22:24        all     52.76      0.00      1.41      0.00      0.00     45.83
21:22:29        all     29.20      0.00      1.20      0.20      0.00     69.40
21:22:34        all     32.96      0.00      2.71      0.00      0.00     64.32
21:22:39        all     17.20      0.00      0.91      0.10      0.00     81.79
21:22:44        all     28.57      0.00      1.41      0.00      0.00     70.02
21:22:49        all      0.20      0.00      0.10      0.10      0.00     99.60
Average:        all     24.98      0.00      1.00      0.08      0.00     73.94

21:21:44    kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
21:21:49       467784   5420856   2319936     28.55     61840   5025824   2810660     34.59   2194792   5019388      3180
21:21:54       459972   5413080   2327740     28.64     61840   5025832   2824712     34.76   2216628   5019424      3188
21:21:59       432340   5385456   2355332     28.98     61840   5025840   2840356     34.95   2238580   5019432      3196
21:22:04       416784   5369904   2370852     29.17     61840   5025844   2849092     35.06   2251964   5019436      2988
21:22:09       417204   5370332   2370424     29.17     61840   5025852   2853148     35.11   2256536   5019444      2980
21:22:14       417204   5370336   2370420     29.17     61840   5025856   2853148     35.11   2256584   5019448        40
21:22:19       416196   5369340   2371416     29.18     61844   5025864   2853856     35.12   2260152   5019460        56
21:22:24       399340   5352488   2388268     29.39     61844   5025868   2857328     35.16   2270180   5019464      1656
21:22:29       402312   5355468   2385288     29.35     61844   5025876   2862936     35.23   2275452   5019472      2952
21:22:34       402312   5355524   2385232     29.35     61844   5025932   2865192     35.26   2277600   5019528     18936
21:22:39       402312   5355528   2385228     29.35     61844   5025936   2866608     35.27   2279300   5019532     19004
21:22:44       402312   5355552   2385204     29.35     61844   5025960   2872440     35.35   2285020   5019556     19796
21:22:49       402312   5355556   2385196     29.35     61848   5025964   2872440     35.35   2284928   5019560     19744
Average:       418337   5371494   2369272     29.15     61842   5025881   2852455     35.10   2257517   5019473      7517

21:21:44          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
21:21:49        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:49        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:49        loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:49        loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:49          sda     19.40      0.00   4212.80      0.00    217.15      0.16      8.24      1.02
21:21:49         sda1     19.40      0.00   4212.80      0.00    217.15      0.16      8.24      1.04
21:21:49        sda14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:49        sda15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:49        sda16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:54        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:54        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:54        loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:54        loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:54          sda      6.00      0.00     15.20      0.00      2.53      0.00      0.43      0.26
21:21:54         sda1      6.00      0.00     15.20      0.00      2.53      0.00      0.43      0.26
21:21:54        sda14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:54        sda15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:54        sda16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:59        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:59        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:59        loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:59        loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:59          sda      2.40      0.00      6.40      0.00      2.67      0.00      0.42      0.10
21:21:59         sda1      2.40      0.00      6.40      0.00      2.67      0.00      0.42      0.10
21:21:59        sda14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:59        sda15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:21:59        sda16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:04        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:04        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:04        loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:04        loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:04          sda     10.60      0.00     46.40      0.00      4.38      0.01      0.96      0.26
21:22:04         sda1     10.60      0.00     46.40      0.00      4.38      0.01      0.96      0.26
21:22:04        sda14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:04        sda15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:04        sda16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:09        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:09        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:09        loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:09        loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:09          sda      3.00      0.00      9.60      0.00      3.20      0.00      0.53      0.10
21:22:09         sda1      3.00      0.00      9.60      0.00      3.20      0.00      0.53      0.10
21:22:09        sda14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:09        sda15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:09        sda16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:14        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:14        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:14        loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:14        loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:14          sda      6.00      0.00    588.80      0.00     98.13      0.02      3.13      0.08
21:22:14         sda1      6.00      0.00    588.80      0.00     98.13      0.02      3.13      0.08
21:22:14        sda14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:14        sda15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:14        sda16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:19        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:19        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:19        loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:19        loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:19          sda      2.60      0.00     28.80      0.00     11.08      0.00      0.62      0.12
21:22:19         sda1      2.60      0.00     28.80      0.00     11.08      0.00      0.62      0.12
21:22:19        sda14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:19        sda15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:19        sda16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:24        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:24        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:24        loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:24        loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:24          sda      2.40      0.00      6.40      0.00      2.67      0.00      0.50      0.10
21:22:24         sda1      2.40      0.00      6.40      0.00      2.67      0.00      0.50      0.10
21:22:24        sda14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:24        sda15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:24        sda16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:29        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:29        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:29        loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:29        loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:29          sda      4.00      0.00     10.40      0.00      2.60      0.00      0.45      0.22
21:22:29         sda1      4.00      0.00     10.40      0.00      2.60      0.00      0.45      0.22
21:22:29        sda14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:29        sda15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:29        sda16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:34        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:34        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:34        loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:34        loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:34          sda      2.00      0.00      5.60      0.00      2.80      0.00      0.50      0.08
21:22:34         sda1      2.00      0.00      5.60      0.00      2.80      0.00      0.50      0.08
21:22:34        sda14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:34        sda15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:34        sda16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:22:39        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
